0.00,0.25,0.50,0.75,1.00,1.25,1.50,1.75,2.00
0.00,0.27,0.52,0.73,0.87,0.89,0.81,0.70,0.60
0.67,0.67,0.67,0.69,0.71,0.77,0.84,0.92,1.00
